mekan,tur,website,kaynak,kalem_sayisi,medyan_fiyat
Başkent Aspava,restaurant,https://kgkasapbaskentaspava.com,js,0,
Beacon Coffee,cafe,https://www.beaconcoffee.com.tr,js,0,
Bebe İçli Köfte,restaurant,https://www.bebeiclikofte.com,js,0,
Bebek Balıkçı,restaurant,https://bebekbalikci.net,js,0,
Bebek Koru Kahvesi,cafe,https://tr-tr.facebook.com,js,0,
Bebek Lokal,bar,https://facebook.com,js,0,
Bedir Kebap,fast_food,https://www.bedirkebap.tr,js,0,
Bedri Usta Kalamış,restaurant,https://bedriusta.com,js,0,
Bedri Usta Çiftehavuzlar Pide & Lahmacun,restaurant,https://bedriusta.com,js,0,
Beer Lounge Pub,bar,https://www.instagram.com,js,0,
Beeves,restaurant,https://www.beevesteak.com,js,0,
Beeves Steakhouse,restaurant,https://www.beevesteak.com,js,0,
Bella Bakery & Coffee,cafe,https://unotrescoffee.com,js,0,
Bello House Cafe,cafe,https://www.yemeksepeti.com,js,0,
Beltur,cafe,https://beltur.istanbul,html,1,600.00
Beltur Caddebostan Sahil Kafe,cafe,https://www.beltur.istanbul,html,1,600.00
Beltur Cafe,cafe,https://www.beltur.istanbul,html,1,600.00
Beltur Cafe,cafe,https://www.beltur.istanbul,html,1,600.00
Beltur kafe,cafe,https://www.beltur.istanbul,html,1,600.00
Beltur Kafe,cafe,https://www.beltur.istanbul,html,1,600.00
Beltur Kafe,cafe,https://www.beltur.istanbul,html,1,600.00
Beltur Mini Kartal Atatürk Parkı,cafe,https://beltur.istanbul,html,1,600.00
Beltur Restaurant,restaurant,https://www.beltur.istanbul,html,1,600.00
Benusen Restoran,restaurant,http://benusenesnaflokantasi.com,js,0,
Beny Burger House & Cafeteria,restaurant,https://beny.com.tr,html,3,60.00
Beso Restaurant Bistro,restaurant,https://www.restaurantbeso.com,js,0,
BEX Coffee & Chocolate,cafe,https://bexcoffee.com,html,3,375.00
Beyaz Fırın - Erenköy,cafe,https://www.beyazfirin.com,js,0,
BEYKOZ BELEDİYESİ GÜMÜŞSUYU KENT LOKANTASI,restaurant,http://www.beykoz.bel.tr,js,0,
BEYKOZ BELEDİYESİ ORTAÇEŞME LOKANTASI,restaurant,http://www.beykoz.bel.tr,js,0,
Beyzade Künefe,restaurant,https://www.beyzadekunefe.com,js,0,
Beş Bıçak Steak House - Kasap,restaurant,https://www.besbicak.com,js,0,
Bi'Buçuk,restaurant,https://www.bibucuk.com.tr,js,0,
BigChefs,restaurant,https://www.bigchefs.com.tr,js,0,
BigChefs,restaurant,https://www.bigchefs.com.tr,js,0,
BigChefs,restaurant,https://www.bigchefs.com.tr,js,0,
BigChefs,restaurant,https://www.bigchefs.com.tr,js,0,
BigChefs,restaurant,https://bigchefs.com.tr,js,0,
Biget,restaurant,https://biget.com.tr,js,0,
Birecikli,restaurant,http://www.birecikli.com.tr,js,0,
Bisiklet Kafe,cafe,https://beykoz.bel.tr,js,0,
Bistro 33,restaurant,https://www.bistro33.com.tr,js,0,
Bistrot français,cafe,https://www.ifturquie.org,js,0,
Blablabla Istanbul,bar,https://www.blablablaistanbul.com,js,0,
Black Swan Coffee,cafe,https://blackswancoffeetr.com,js,0,
BLAK Coffee Co.,cafe,https://www.blakcoffee.co,js,0,
BLAK Coffee Co. Özyeğin,cafe,https://www.blakcoffee.co,js,0,
Blink Coffee,cafe,https://restaurantguru.com,js,0,
Blum Coffee House,cafe,https://www.blumcoffeehouse.com,html,2,540.00
boga,restaurant,http://www.bogastekhous.com,js,0,
Bolulu Hasan Usta,ice_cream,https://bhu.com.tr,js,0,
Bonne Nuit,cafe,https://www.bonnenuit.com.tr,js,0,
Bonny Gelato,ice_cream,https://www.bonnygelato.com,js,0,
Bonte Coffee & Beyond,cafe,https://www.yemeksepeti.com,js,0,
Borsa Lokantası Caddebostan,restaurant,https://www.borsaselfservis.com,js,0,
Bosphorus Brewing Company,pub,https://bbcist.com,js,0,
Boukoleon Fish Restaurant,restaurant,http://www.boukoleon.com,js,0,
Boşnak Börekçi,restaurant,https://bosnakborekci.com.tr,js,0,
Brasserie Prime,fast_food,https://brasserieprime.com.tr,js,0,
Brew Lab,cafe,https://www.coffeebrewlab.com,js,0,
Brio İtalian İstanbul,restaurant,http://www.brioistanbul.com,js,0,
Burgaz Cafe,cafe,https://www.instagram.com,js,0,
Burger Blast Finans Şehir,fast_food,https://www.burger-blast.com,js,0,
Burger Blast Ömerli,fast_food,https://www.burger-blast.com,js,0,
Burger Hopdaddy,fast_food,https://hopdaddyburger.com,js,0,
Burger King,fast_food,https://www.burgerking.com.tr,js,0,
Burger King,fast_food,https://www.burgerking.com.tr,js,0,
Burger Yiyelim,fast_food,https://www.burgeryiyelim.com,js,0,
Burger Yiyelim,restaurant,https://www.burgeryiyelim.com,js,0,
Burger Yiyelim,fast_food,https://www.burgeryiyelim.com,js,0,
Burger Yiyelim,fast_food,https://www.burgeryiyelim.com,js,0,
Burger Yiyelim - Şerifali,restaurant,https://www.burgeryiyelim.com,js,0,
Burgericos,fast_food,https://burgericos0.wixsite.com,js,0,
Burgerillas,fast_food,https://burgerillas.com,js,0,
Burrito Shop,restaurant,https://www.quandoo.com.tr,js,0,
Buselik Meyhane,bar,https://www.buselikmeyhane.com,js,0,
Buselik Meyhane - Anadolu Hisarı,restaurant,https://buselikmeyhane.com,js,0,
Butcha Steakhouse & Marly,restaurant,http://www.butcha.com,js,0,
Bysteak,restaurant,http://www.bysteak.com,js,0,
Byzantion Bistro & Restaurant,restaurant,http://www.byzantionbistro.com,js,0,
Bülent Börekçilik,restaurant,https://www.bulentborekcilik.com,woo,15,1792.00
Cabra Loca Coffee,restaurant,https://cabraloca.istanbul,js,0,
Cadde İst'klal,restaurant,http://caddeistiklal.ist,js,0,
Cadde Köy,cafe,https://caddekoy.com,js,0,
Cafe Dora,cafe,https://instagram.com,js,0,
Cafe Eya,cafe,https://cafeeya.com,js,0,
Cafe Pont,cafe,https://cafepont.com,js,0,
Caffè Nero,cafe,https://caffenero.com,js,0,
Caffè Nero,cafe,https://caffenero.com,js,0,
Caffè Nero,cafe,https://caffenero.com,js,0,
Caffè Nero,cafe,https://caffenero.com,js,0,
Caffè Nero,cafe,https://www.caffenero.com,js,0,
Cajun Corner,fast_food,https://cajuncorner.com.tr,html,1,5000000.00
Can-u Can,restaurant,https://www.canucankofte.com.tr,js,0,
Cankurtaran Öğretmenevi,restaurant,https://cankurtaranogretmenevi.com.tr,js,0,
Cantinery,restaurant,https://www.cantinery.com,js,0,
Cantinery İstinye Park,restaurant,https://www.cantinery.com,js,0,
Carl's Jr.,fast_food,https://www.carlsjr.com.tr,js,0,
Carmelo,cafe,https://coffeecarmelo.com,js,0,
Casita,restaurant,https://www.tripadvisor.com,js,0,
Catalca Gizli Bahce,restaurant,http://www.catalcagizlibahce.com,js,0,
Cecconis,restaurant,https://www.cecconisistanbul.com,js,0,
Cemil Hoca,restaurant,https://cemilhoca.com.tr,js,0,
Ceviz Ağacı,restaurant,https://cevizagaci.com,html,3,400.00
Chef Taus,restaurant,https://cheftaus.com.tr,js,0,
Chefet,restaurant,https://www.chefet.com,js,0,
Chilai,bar,https://www.chilai.com.tr,js,0,
CHN Döner,restaurant,http://www.chndoner.com,js,0,
Chocolabs,cafe,https://chocolabs.com.tr,js,0,
Cihangir sosyal tesisleri,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
Civitas,cafe,https://www.civitasistanbul.com,js,0,
Ciğerci Ahmet Usta,restaurant,https://mersinlicigerciahmet.com.tr,js,0,
Ciğerci Dr. Doğan,restaurant,https://www.cigercidrdogan.com,js,0,
Clean Cup Coffee,cafe,https://cleancup.coffee,woo,24,585.00
Coffee Manifesto,cafe,https://coffeemanifesto.com,woo,45,1390.00
Coffee Noche,cafe,https://coffeenoche.com,js,0,
Coffee Sapiens,cafe,https://www.coffeesapiens.com,html,2,850.00
Coffy,cafe,https://coffy.com.tr,js,0,
Coffy,cafe,https://coffy.com.tr,js,0,
Comedus şarap ve bira,restaurant,http://facebook.com,js,0,
Concetto Di Caffe,cafe,https://www.concettodicaffe.com.tr,js,0,
Constantine's Ark,restaurant,http://www.constantinesark.com,js,0,
"Cook me, eat me",restaurant,https://www.cookmeeatme.com,js,0,
Cook Shop,restaurant,https://www.cookshop.com.tr,js,0,
Cookshop,restaurant,https://www.cookshop.com.tr,js,0,
Cookshop,restaurant,https://www.cookshop.com.tr,js,0,
Cookshop,restaurant,https://www.cookshop.com.tr,js,0,
Cooşkun Balık,restaurant,http://www.coskunbalik.com,js,0,
Cotto Gastro,restaurant,https://www.cotto.co,js,0,
Cozy Etiler,restaurant,https://cozyistanbul.com.tr,js,0,
Crelo Coffee,cafe,https://restaurantguru.com,js,0,
cremeria MILANO,ice_cream,https://cremeriamilano.com,js,0,
Cremeria Milano,ice_cream,https://cremeriamilano.com.tr,js,0,
Cremma,restaurant,https://www.cremma.com.tr,js,0,
Cremma,cafe,https://cremma.com.tr,js,0,
Cunda Balık,restaurant,https://www.cundabalik.com.tr,js,0,
Curtis Restaurant&Bar,restaurant,https://curtisistanbul.com,js,0,
d'Orient Beyoğlu,cafe,https://www.vitavien.com.tr,js,0,
d'Orient Büyükada,cafe,https://www.vitavien.com.tr,js,0,
d'Orient | Kadıköy,cafe,https://www.vitavien.com.tr,js,0,
Daily Dana,fast_food,https://dailydana.com.tr,js,0,
Damak İskender Kebapçısı,restaurant,http://www.damakiskender.com.tr,js,0,
Danilo's Pizza,restaurant,https://danilos.com.tr,js,0,
Dardenia,restaurant,https://www.dardenia.com,js,0,
Dark Star Coffee,cafe,https://www.darkstar.com.tr,js,0,
Dayı Kürek Lahmacun,restaurant,https://lezzetdayiyaceker.com,js,0,
Dayı Kürek Lahmacun,restaurant,https://lezzetdayiyaceker.com,js,0,
Dağlayan Cafe,cafe,http://dagalayan.com.tr,js,0,
Dedeman Roof Bar,bar,http://www.facebook.com,js,0,
Dedomi Dondurma,ice_cream,https://www.dedomi.com.tr,js,0,
Dekk,bar,https://www.dekk.ist,js,0,
Del Mare,restaurant,https://www.delmarerestaurant.com,js,0,
Della Fame,restaurant,https://dellafame.com.tr,js,0,
Deniz Park,restaurant,http://www.alekodenizpark.com,js,0,
Derin Köfte&Burger,restaurant,http://Derinkofteburger.com,js,0,
Desi vibes,restaurant,http://desivibesrestaurant.com,js,0,
Develi,restaurant,https://www.develi1912.com,js,0,
Develi Kalamış,restaurant,https://www.develi1912.com,js,0,
Değirmen,restaurant,https://www.degirmencafelens.com,js,0,
Değirmen Cafe,cafe,https://www.degirmenpastaneleri.com,js,0,
di'Verso Coffee,cafe,https://caffediverso.com,woo,13,230.00
Dibek Pastanesi,cafe,https://menu.kaffa.com.tr,js,0,
Dilek Kafe,cafe,https://www.dilek.com.tr,js,0,
Divan Brasserie Kalamış,restaurant,https://www.divan.com.tr,js,0,
Divan Pub Erenköy,restaurant,https://www.divan.com.tr,js,0,
Diyar Burma Tatlıcısı,cafe,https://www.diyarburma.com.tr,js,0,
Dodo Balik Restaurant,restaurant,https://www.dodomarin.com,woo,12,30.00
Dodo Balik Restaurant,restaurant,https://www.dodomarin.com,woo,12,30.00
Dodo Belgium Waffle & Coffee,cafe,https://dodobelgiumwaffle.com,js,0,
Dogaciyiz.com gourmet şarküteri,restaurant,https://www.dogaciyiz.com,js,0,
Domino's,fast_food,https://www.dominos.com.tr,html,144,370.00
Domino's,fast_food,https://www.dominos.com.tr,html,144,370.00
Dorock Heavy Metal Club,bar,https://instagram.com,js,0,
Doyuyo,fast_food,https://doyuyo.com,js,0,
Doz Roastery,cafe,https://doz.coffee,js,0,
Dozze,cafe,https://dozze.com.tr,html,42,790.22
Doğa Cafe Restaurant - Alev Hanım'ın Mutfağı,restaurant,https://www.dogacaferestaurant.com.tr,js,0,
Doğa kır lokantası,restaurant,http://dogakirlokantasi.com,js,0,
Draft,pub,http://www.draftpubistanbul.com,js,0,
Dragon Restaurant,restaurant,http://dragonrest.wpengine.com,js,0,
Dream Lounge,restaurant,https://www.dreamloungeistanbul.com,js,0,
Dubb Indian Bosphorus Restaurant,restaurant,http://bosphorus.dubbindian.com,js,0,
Duble Meze,restaurant,http://www.dublemezebar.com,js,0,
Dudu Restaurant,restaurant,https://www.dudurestaurant.com,js,0,
Dukkan Galata,cafe,https://instagram.com,js,0,
Duma Duma,cafe,https://qrmenuapp.akinsoft.com.tr,js,0,
Durak Büfe,fast_food,http://www.durakbufe.com.tr,js,0,
Durusu Club Restaurant,restaurant,https://www.durusuclubhotel.com,js,0,
Dönerci Ali Usta Ataşehir,restaurant,https://www.aliusta.com.tr,js,0,
Dönerci Celal Usta,restaurant,https://www.donercicelalusta.com,js,0,
Dönerci Celal Usta,restaurant,https://www.donercicelalusta.com,js,0,
Dönerci Celal Usta,fast_food,https://donercicelalusta.com,js,0,
Dönerci Celal Usta - Ümraniye (Atakent) Şubesi,restaurant,https://www.donercicelalusta.com,js,0,
Dürümcü Baba,restaurant,https://www.durumcubaba.com.tr,js,0,
Dürümle,fast_food,https://www.durumle.com,js,0,
Dürümle,fast_food,https://durumle.com,js,0,
Eagle chinese gastro & sushi,restaurant,https://eaglechinese.com.tr,js,0,
Efe Ocakbaşı Yeşilköy,restaurant,https://www.efeocakbasi.com,js,0,
Efes Pide & Lahmacun,restaurant,https://efespidelahmacun.com.tr,html,20,300.00
Egenin İncisi,restaurant,http://www.egeninincisi.com.tr,js,0,
Ekmek Teknesi,restaurant,https://kuzguncukekmekteknesi.com,js,0,
Ekol Hatay Künefe,cafe,https://ekolkunefe.com,js,0,
Ekspres İnegöl Köftecisi,restaurant,https://www.ekspresinegolkoftecisi.com,js,0,
Ekspres İnegöl Köftecisi,restaurant,http://www.ekspresinegolkoftecisi.com,js,0,
Elise Pide Lahmacun,restaurant,https://elisepidelahmacun.com,html,28,350.00
Emek Mantı Evi,restaurant,https://emekmanti.net,js,0,
Emilia Cafe,cafe,https://www.emiliacafe.com,js,0,
Emirgan Sütiş,cafe,https://www.sutis.com.tr,js,0,
Emirgan Sütiş,restaurant,https://www.sutis.com.tr,js,0,
Emirgan Sütiş,restaurant,https://www.sutis.com.tr,js,0,
Enbey Döner,restaurant,https://enbeydoner.com,js,0,
Ercan Burger,restaurant,https://www.ercanburger.com,js,0,
Ercan Pizza,restaurant,https://www.ercanpizza.com,js,0,
Espresso Bar,cafe,https://www.zomato.com,js,0,
Espresso X,cafe,https://www.instagram.com,js,0,
Espressolab,cafe,https://www.borsaselfservis.com,js,0,
Espressolab,cafe,https://www.espressolab.com,js,0,
Espressolab,cafe,https://espressolab.com.tr,js,0,
Espressolab,cafe,https://www.espressolab.com,js,0,
Espressolab,cafe,https://www.espressolab.com,js,0,
Espressolab,cafe,https://espressolab.com,js,0,
Espressolab,cafe,https://www.espressolab.com,js,0,
Et-Inn Kebap&Steak,restaurant,https://etinn.com,js,0,
Eta Bakery Arena Park 2,restaurant,https://www.etabakery.com,js,0,
Etci Mehmet,restaurant,https://etcimehmet.com,js,0,
Ethem Efendi Kahvaltı,restaurant,https://www.ethemefendikahvalti.com,js,0,
Ethem Efendi Kahvaltı,restaurant,https://www.ethemefendikahvalti.com,js,0,
Ethem Efendi Kahvaltı,restaurant,https://ethemefendikahvalti.com,js,0,
Etiler Marmaris,fast_food,https://www.etilermarmaris.com.tr,js,0,
Etiler Marmaris Büfe Nişantaşı,fast_food,https://www.etilermarmaris.com.tr,js,0,
Evrim Restoran,restaurant,https://www.evrimrestaurant.com,js,0,
Expressolab Koşuyolu,cafe,https://www.espressolab.com,js,0,
Ezme Dürüm Evi,restaurant,https://ezmedurum.com,js,0,
Fabbrica,pub,https://guley.co,js,0,
Facyo,restaurant,https://www.facyo.com.tr,js,0,
Falafel House,fast_food,https://www.falafelhouse.net,js,0,
Falls in Galata,cafe,https://www.fallsingalata.com.tr,js,0,
Fasuli,restaurant,https://fasuli.com,js,0,
FatCat,cafe,https://instagram.com,js,0,
Fazıl Bey'in Türk Kahvesi,cafe,https://www.fazilbey.com.tr,js,0,
Ferida,restaurant,https://www.ferida.com.tr,js,0,
Feriye,restaurant,https://feriye.com,woo,17,850.00
Fern Cafe,cafe,https://fern.ist,js,0,
Fiko Ocakbaşı,restaurant,https://fikoocakbasi.com,js,0,
Filizler Köftecisi,restaurant,http://www.filizler.com,js,0,
Filtre Coffee Shop,cafe,https://filtrecoffeeshop.com,js,0,
Fincan,cafe,https://www.fincankahve.com,js,0,
Firuzende,restaurant,https://www.anemonhotels.com,js,0,
Fish Var,restaurant,https://facebook.com,js,0,
Fit House,restaurant,https://www.fithousetr.com,js,0,
Fiyonk,cafe,https://www.fiyonkbakery.com,js,0,
Flake Breakfast & More,cafe,https://flakebreakfast.com,js,0,
Florida Coffee,cafe,https://www.floridacoffee.com.tr,js,0,
Fornello Pizzeria,restaurant,https://fornellopizza.com,js,0,
Forno Fırın İşletmeciliği,cafe,https://www.fornobalat.com,js,0,
Foça Balık Restaurant,restaurant,https://www.focafishgourmet.com,js,0,
Frango,fast_food,https://frango.com.tr,js,0,
Frontiere İstanbul,restaurant,https://www.frontiereistanbul.com,js,0,
Fusion Indian,restaurant,https://www.fusionindianrestaurant.com,js,0,
Fıccın,restaurant,https://www.ficcin.com,js,0,
Fıstık Ağacı,cafe,http://www.fistikagaci.com.tr,js,0,
Fıstık Ağacı,cafe,http://fistikagaci.com.tr,js,0,
Fıstıkağacı Cafe Pastane,cafe,https://restaurantguru.com,js,0,
Gaja Garden,bar,https://allzinapp.com,js,0,
Galapera Restaurant,restaurant,http://www.galperaresturant.net,js,0,
Gallada by Fatih Tutak,restaurant,https://www.galladaistanbul.com,js,0,
Gallant Galata,cafe,https://bufibu.com,js,0,
Gardaş Cag Kebap,restaurant,https://gardascagkebap.com,js,0,
Gardaş Cağ Kebap,restaurant,https://gardascagkebap.com,js,0,
Gardaş Cağ Kebap,restaurant,https://gardascagkebap.com,js,0,
Garden Iskender,restaurant,https://www.gardeniskender.com,js,0,
Gasto Nişantaşı,restaurant,http://www.gasto.com.tr,js,0,
Gazebo,cafe,https://gazebo-ist.com,woo,100,550.00
Gaziantep'li Hacı Bekir Künç Ve Oğulları,cafe,https://www.hacibekirkunc.com,html,54,2200.00
Gaziantepli Bozkaya Baklavaları,restaurant,https://bozkayabaklavalari.com,js,0,
Gaziburma,restaurant,https://www.gaziburma.com,html,2,1800.00
Gelik ET Ataköy Istanbul,restaurant,https://www.gelik.com.tr,js,0,
Gezi İstanbul Cafe,cafe,http://www.geziistanbul.com,js,0,
Geççi Maslak,restaurant,https://gecci.org,js,0,
Ghalia Launge,restaurant,https://www.ghalia.com.tr,js,0,
Girandola,ice_cream,https://girandola.com.tr,js,0,
Giritli,restaurant,http://www.giritlirestoran.com,js,0,
Gizia Brasserie,bar,https://www.giziabrasserie.com,js,0,
Gloria Jean's,cafe,https://www.gloriajeans.com.tr,js,0,
Gloria Jean's,cafe,https://gloriajeans.com.tr,js,0,
Glowing Forest Shop&Coffee,cafe,https://www.glowingforest.com,js,0,
Glutensiz Ada,restaurant,https://www.glutensizada.com,js,0,
Goblin Oyun Kulübü,cafe,https://www.goblin-store.com,js,0,
Godiva Cafe,cafe,https://www.godiva.com.tr,html,9,750.00
Golden Horse Coffee,cafe,https://goldenhorsecoffee.com,js,0,
Golden Spoon,restaurant,https://foursquare.com,js,0,
Gospoda 1882,restaurant,http://gospodapolonezkoy.com,js,0,
Grace Rooftop Restaurant,restaurant,https://gracerooftop.com,js,0,
Grandma Suadiye,cafe,https://www.grandma.com.tr,js,0,
Greenwich,cafe,https://www.greenwichcoffee.com.tr,js,0,
Greenwich Coffe,cafe,https://watergarden.com.tr,js,0,
Greenwich Coffee,cafe,https://greenwichcoffee.com,woo,100,280.00
Griffin Bomonti,restaurant,http://www.griffinglobal.net,js,0,
Gulhane Sark Sofrasi,restaurant,https://gulhanesarksofrasi.thefork.rest,js,0,
Gözdağı Sosyal Tesisleri,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
Güler Ocakbaşı Restaurant,restaurant,https://www.gulerocakbasi.com,js,0,
Gülistan Sofrası,restaurant,http://www.gulistansofrasi.com,js,0,
Gülpembe Pasta Kafe,cafe,https://restaurantguru.com,js,0,
Günaydın,restaurant,https://www.gunaydinet.com,js,0,
Günaydın,restaurant,https://gunaydinet.com,js,0,
Günaydın Kalamış,restaurant,https://www.gunaydinet.com,js,0,
Günaydın Köfte Döner,restaurant,https://www.gunaydinet.com,js,0,
Günaydın Suadiye Kasap & Steakhouse,restaurant,https://www.gunaydinet.com,js,0,
Günaydın Şaşkınbakkal,restaurant,https://www.gunaydinet.com,js,0,
Güney,restaurant,https://www.guneyrestaurant.com,js,0,
Güneş Dondurma& Waffle,ice_cream,https://instagram.com,js,0,
Güneşin Sofrası,restaurant,http://gunesinsofrasi.com,js,0,
Günışığı Kitap Kafe,cafe,https://guley.co,js,0,
Habil Pizza,fast_food,http://www.habilpizza.com,html,6,360.00
Hacı Ali Ocakbaşı,restaurant,https://www.hacialiocakbasi.com,js,0,
Hacıbaşar,restaurant,https://www.hacibasar.com,js,0,
Hacıbaşar,restaurant,https://hacibasar.com,js,0,
Hacıbaşar Kebap,restaurant,https://hacibasar.com,js,0,
Hafiz Mustafa 1864,cafe,https://www.hafizmustafa.com,js,0,
Hafiz Mustafa 1864,cafe,https://www.hafizmustafa.com,js,0,
Hakiki Kebap,fast_food,https://www.hakikikebap.com,js,0,
Haliç Kahve,cafe,https://www.instagram.com,js,0,
Halk Ulaşım Dergisi,cafe,https://www.halkulasim.com,js,0,
Hamdizade,ice_cream,https://www.hamdizade.com.tr,js,0,
Han Restoran,restaurant,https://hanrestoran.com,js,0,
Hanedan Et,restaurant,http://hanedanrestaurant.com,js,0,
Hanegah,cafe,https://instagram.com,js,0,
Hani,restaurant,https://www.hanirestaurant.com,js,0,
Hanzade Terrace Restaurant,restaurant,https://www.hanzadeterracerestaurant.com,js,0,
Happy Moon's,restaurant,https://www.happygroup.com.tr,js,0,
Happy Moon's,restaurant,https://www.happygroup.com.tr,js,0,
Happy Moon's Fenerbahçe,restaurant,https://www.happygroup.com.tr,js,0,
Happy Moon's Lens İstanbul,fast_food,https://www.happygroup.com.tr,js,0,
Happy Moon's Viaport,restaurant,https://www.zomato.com,js,0,
Harrison Cafe,cafe,https://www.instagram.com,js,0,
Harvest Cafe,cafe,https://www.harvest.com.tr,js,0,
Hasan Usta Kebap,restaurant,https://www.hasanustakebap.com,js,0,
Hasırlı Konya Mutfağı,restaurant,https://www.hasirli.com,js,0,
Hatay Gurme,restaurant,https://www.hataygurme.com.tr,js,0,
Hatay Medeniyetler Sofrasi,restaurant,http://hataymedeniyetlersofrasi.com.tr,js,0,
Havva Hanım & Ballaturka,restaurant,https://www.havvahanim.com,html,7,540.00
Hayal Kahvesi,bar,https://www.hayalkahvesi.com.tr,js,0,
Hayalimdeki Pasta Artisan Cakery&Coffee,cafe,http://www.instagram.com,js,0,
Hazzo Pulo Restaurant & Şarap Evi,pub,https://www.hazzopulo.com.tr,js,0,
HD İskender,restaurant,https://hdiskender.com,js,0,
HD İskender,restaurant,https://www.hdiskender.com,js,0,
HD İskender,restaurant,https://www.hdiskender.com,js,0,
Helvacı Ali Şile,cafe,https://www.helvaciali.com,js,0,
Hey Döner,fast_food,https://www.heydoner.com,js,0,
Heybet,restaurant,https://heybet.com.tr,js,0,
Hide Arnavutkoy,cafe,https://www.cafehide.com,js,0,
Hira Han,restaurant,https://www.instagram.com,js,0,
Hong Bin Lou,restaurant,https://www.hongbinlou.net,js,0,
HOOFU-NA CAFE,cafe,https://instagram.com,js,0,
Hook Balık,restaurant,https://www.hookbalik.com,js,0,
Hot Pot King,restaurant,https://hotpotking.ist,js,0,
House of B,restaurant,https://houseofbturkey.com,js,0,
House Of SOFA,cafe,https://www.houseofsofa.com.tr,js,0,
Hugg Coffee,cafe,https://www.huggcoffee.co,js,0,
Hugs Dondurma,ice_cream,https://www.hugsdondurma.com,js,0,
Huqqa,restaurant,https://huqqa.com,js,0,
Huqqa,cafe,https://huqqa.com,js,0,
Huqqa,cafe,https://huqqa.com,js,0,
HuQQabaz Mall Of İstanbul,restaurant,https://huqqabaz.com,js,0,
Husnu Ala Cafe,cafe,http://www.husnuala.com,html,4,675.00
Hükümdar Sofrası,restaurant,http://www.hukumdarsofrasi.com,js,0,
Hünkar,restaurant,https://hunkarlokantasi.com,js,0,
Ihlamur Kasrı Kafeterya,cafe,https://www.millisaraylar.gov.tr,js,0,
ikonium Etiler Etli Ekmek,restaurant,https://restaurantguru.com,js,0,
Ismet Baba,restaurant,http://ismetbaba.com.tr,js,0,
Isola,restaurant,https://isolabomonto.com,js,0,
Ist Too,restaurant,https://www.shangri-la.com,js,0,
Işıl Garden Rooftop Restaurant & Turkish Cuisine,restaurant,https://isilgardenrestaurant.com,js,0,
İBB Altınboynuz Sosyal Tesisi,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Arnavutköy Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Avcılar Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Bağcılar Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Eyüpsultan Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İbb Gazi Sosyal Tesisleri,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Hisarüstü Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Küçükçekmece Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Pendik Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Safa Tepesi Sosyal Tesisleri,fast_food,https://tesislerimiz.ibb.istanbul,js,0,
İBB Sancaktepe Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Sarıgazi Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Sultanahmet Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Sultanbeyli Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Sultangazi Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Tuzla Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Çapa Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Çatalca Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Çekmeköy Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Ümraniye Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İBB Üsküdar Kent Lokantası,restaurant,https://tesislerimiz.ibb.istanbul,js,0,
İdeal,restaurant,https://www.instagram.com,js,0,
İkivedört,cafe,https://ikivedort.com,js,0,
İntiba Döner,restaurant,https://intiba.com.tr,js,0,
İntiba Döner,restaurant,https://www.intiba.com.tr,js,0,
İntiba Döner,restaurant,https://www.intiba.com.tr,js,0,
İnönü Mahallesi Emekliler Kafeteryası,cafe,https://kucukcekmece.istanbul,js,0,
İstanbul Emniyet Müdürlüğü Polis Evi Ortaköy Sosyal Tesisleri,restaurant,http://www.polisevi.iem.gov.tr,js,0,
İstanbul Lab,restaurant,https://www.labistanbul.com.tr,js,0,
İstek Börek,restaurant,https://www.istekborek.com,js,0,
İş Bankası Kalamış Lokali,restaurant,https://www.isbankalilardernegi.org.tr,js,0,
J Burger,fast_food,https://jburger.com.tr,html,4,960.00
